"Title","Tomatometer","Fresh","Audience.score","Rating","Parental.Control","Genre1","Genre2","Genre3","Director","Production","DirectorIsWriter","Runtime","Release.Date","Release.Year","Release.Season","Release.isWide"
"Gold",42,"No",45,"R","No","adventure","drama",NA,"StephenGaghan","BlackBearPictures,LivingFilms,Hwy61Films","No",122,2017-01-27,"2017","winter","Yes"
"Urban Hymn",58,"No",76,"G","Yes","music","drama",NA,"MichaelCaton-Jones","AndrewBerg,NeilChordia,DanielToland,JohnSachs","No",114,2017-05-12,"2017","spring","No"
"Camino",32,"No",20,"G","Yes","adventure","action","mysteryandthriller","JoshC.Waller","EhudBleiberg,DanielNoah,JoshC.Waller","No",104,2016-03-04,"2016","winter","No"
"A Dog's Purpose",35,"No",73,"PG","No","comedy","drama","fantasy","LasseHallström","Pariah,WaldenMedia,RelianceEntertainment,UniversalPictures","No",122,2017-01-27,"2017","winter","Yes"
"The Bye Bye Man",19,"No",22,"PG-13","No","horror","mysteryandthriller",NA,"StacyTitle","HuayiBrothers,LosAngelesMediaFund,IntrepidPictures","No",96,2017-01-13,"2017","winter","Yes"
"A Street Cat Named Bob",77,"Yes",76,"G","Yes","biography","drama",NA,"RogerSpottiswoode","Prescience,IrisProductions","No",103,2016-11-18,"2016","autumn","No"
"Things To Come (L'avenir)",99,"Yes",70,"PG-13","No","drama",NA,NA,"MiaHansen-Løve","CGCinéma","Yes",101,2016-12-02,"2016","autumn","No"
"The Last Heist",20,"No",12,"G","Yes","action","mysteryandthriller",NA,"MikeMendez","Benattar/ThomasProductions","No",84,2016-06-17,"2016","spring","No"
"The Red Turtle (La Tortue Rouge)",93,"Yes",80,"PG","No","adventure","animation",NA,"MichaelDudokdeWit","WhyNotProductions,StudioGhibli,WildBunch","No",80,2017-01-20,"2017","winter","No"
"The Salesman (Forushande)",96,"Yes",84,"PG-13","No","mysteryandthriller","drama",NA,"AsgharFarhadi","MementoFilms,ArteFranceCinema,DohaFilmInstitute,AsgharFarhadi","Yes",125,2017-01-27,"2017","winter","No"
"Dying Laughing",85,"Yes",29,"G","Yes","documentary","comedy",NA,"LloydStanton,PaulToogood","4045Films",NA,89,2017-02-24,"2017","winter","No"
"Beyond The Gates",83,"Yes",29,"G","Yes","horror","mysteryandthriller",NA,"JacksonStewart","IFCFilms,EasyOpenProductions","No",84,2016-12-09,"2016","autumn","No"
"Operation Chromite",40,"No",52,"G","Yes","drama","history","war","JohnH.Lee","TaewonEntertainment","Yes",115,2016-08-12,"2016","summer","No"
"Mom And Me",100,"Yes",44,"G","Yes","documentary",NA,NA,"KenWardrop","AndrewFreedman",NA,77,2017-05-22,"2017","spring",""
"The Resurrection Of Gavin Stone",50,"No",83,"PG","No","drama","comedy",NA,"DallasJenkins","VerticalChurchFilms","No",92,2017-01-20,"2017","winter","Yes"
"Hounds Of Love",88,"Yes",69,"G","Yes","crime","mysteryandthriller","drama","BenYoung","MelissaKelly","Yes",108,2017-05-12,"2017","spring","No"
"I Am Not Your Negro",99,"Yes",83,"PG-13","No","documentary",NA,NA,"RaoulPeck","MagnoliaPictures",NA,95,2017-02-03,"2017","winter","No"
"The Void",78,"Yes",47,"G","Yes","horror",NA,NA,"JeremyGillespie,StevenKostanski","ScreenMediaVentures,JoBroProductions&FilmFinance,CavePaintingPictures","Yes",90,2017-04-07,"2017","spring","No"
"Rupture",18,"No",16,"G","Yes","scifi","mysteryandthriller",NA,"StevenShainberg","AmbiPictures","No",102,2017-04-28,"2017","spring","No"
"The Comedian",24,"No",28,"R","No","drama","comedy",NA,"TaylorHackford","ImaginaryForces,SonyPicturesClassics,AnvilFilms,AtmosphereEntertainmentMMLLC","No",122,2017-02-03,"2017","winter","Yes"
"Dead Awake",20,"No",17,"G","Yes","horror","mysteryandthriller",NA,"PhillipGuzman","AristarEntertainment","No",99,2017-05-12,"2017","spring","No"
"Get Me Roger Stone",88,"Yes",83,"G","Yes","documentary",NA,NA,"MorganPehme,DanielDiMauro,DylanBank","Netflix","No",100,2017-05-12,"2017","spring","No"
"Small Crimes",59,"No",30,"G","Yes","crime","drama","mysteryandthriller","E.L.Katz","RooksNestEntertainment","No",95,2017-05-06,"2017","spring",""
"Rodney King",100,"Yes",56,"G","Yes","",NA,NA,"SpikeLee",NA,NA,101,NA,NA,NA,""
"Ocean Waves (Umi Ga Kikoeru)",88,"Yes",66,"PG-13","No","adventure","anime",NA,"TomomiMochizuki","NozomuTakahashi","No",72,2016-12-28,"2016","winter","No"
"Walking With The Enemy",45,"No",59,"PG-13","No","history","drama",NA,"MarkSchmidt","LibertyStudios","No",126,2014-04-25,"2014","spring","No"
"Monster Trucks",32,"No",51,"PG","No","action","adventure","comedy","ChrisWedge","ParamountAnimation,NickelodeonMovies,DisruptionEntertainment","No",105,2017-01-13,"2017","winter","Yes"
"Love Thy Nature",30,"No",88,"G","Yes","documentary",NA,NA,"SylvieRokab","SylvieRokab",NA,76,2016-04-22,"2016","spring","No"
"The Outcasts",56,"No",47,"PG-13","No","comedy",NA,NA,"PeterHutchings","BCDFPictures","No",95,2017-04-14,"2017","spring","No"
"The Founder",80,"Yes",82,"PG-13","No","biography","history","drama","JohnLeeHancock","TheWeinsteinCompany,FilmNationEntertainment,FaliroHouse,TheCombine","No",115,2017-01-20,"2017","winter","Yes"
"Sand Castle",47,"No",44,"TVMA","No","drama","war",NA,"FernandoCoimbra","TheMarkGordonCompany,42,TreehousePictures","No",113,2017-05-23,"2017","spring",""
"Split",77,"Yes",79,"PG-13","No","horror","mysteryandthriller",NA,"M.NightShyamalan","LightningEntertainment,BlindingEdgePictures,UniversalPictures,BlumhouseProductions","Yes",117,2017-01-20,"2017","winter","Yes"
"Sleepless",25,"No",37,"R","No","action","mysteryandthriller",NA,"BaranboOdar","VertigoEntertainment","No",95,2017-01-13,"2017","winter","Yes"
"The Blackout Experiments",45,"No",41,"G","Yes","documentary",NA,NA,"RichFox","FerociousEntertainment",NA,81,2016-07-22,"2016","summer","No"
"Backgammon",0,"No",60,"G","Yes","mysteryandthriller",NA,NA,"FranciscoOrvañanos","3:1Cinema","No",89,2016-03-11,"2016","winter","No"
"War On Everyone",61,"Yes",37,"R","No","comedy",NA,NA,"JohnMichaelMcDonagh","ReprisalFilms,MetrolTechnology,HeadGearFilms","Yes",98,2017-03-30,"2017","spring",""
"Punching Henry",77,"Yes",63,"G","Yes","comedy",NA,NA,"GregoriViens","KandooFilms,PermutPresentations,WhitewaterFilms,TiltedWindmillProductions,Lola'sProductions","No",95,2017-02-21,"2017","winter","No"
"Lion",84,"Yes",91,"PG-13","No","biography","drama",NA,"GarthDavis","See-SawFilms,SunstarEntertainment,AquariusFilms","No",121,2016-12-21,"2016","autumn","Yes"
"We Are X",82,"Yes",86,"R","No","music","documentary",NA,"StephenKijak","PassionPictures",NA,93,2016-10-21,"2016","autumn","No"
"The Girl With All The Gifts",86,"Yes",67,"R","No","horror","mysteryandthriller",NA,"ColmMcCarthy","PoisonChef,AltitudeFilmEntertainment,BFIFilmFund","No",111,2017-02-24,"2017","winter","No"
"Underworld: Blood Wars",21,"No",49,"R","No","fantasy","action","horror","AnnaFoerster","LakeshoreEntertainment,SketchFilms","No",92,2017-01-06,"2017","winter","Yes"
"Hidden Figures",93,"Yes",93,"PG","No","history","drama",NA,"TheodoreMelfi","CherninEntertainment,LevantineFilms","No",127,2017-01-06,"2017","winter","Yes"
"Toni Erdmann",93,"Yes",73,"R","No","comedy","drama",NA,"MarenAde","MissingLinkFilms,Coop99,KNM,KomplizenFilm","Yes",162,2016-12-25,"2016","winter","No"
"Mean Dreams",78,"Yes",56,"R","No","mysteryandthriller",NA,NA,"NathanMorlando","VerticalEntertainment,WoodsEntertainment","No",105,2017-03-17,"2017","winter","No"
"Detour",65,"Yes",42,"R","No","mysteryandthriller",NA,NA,"ChristopherSmith","MetrolTechnology,DanFilms,HeadGearFilms,NewscopeFilms","Yes",97,2017-01-20,"2017","winter","No"
"Sandy Wexler",27,"No",39,"TV14","No","comedy",NA,NA,"StevenBrill","HappyMadisonProductions","No",130,2017-04-14,"2017","spring",""
"Disturbing The Peace",100,"Yes",69,"G","Yes","documentary",NA,NA,"StephenApkon,AndrewYoung","Reconsider",NA,83,2016-11-11,"2016","autumn","No"
"Brimstone",42,"No",53,"R","No","mysteryandthriller","western",NA,"MartinKoolhoven","FilmWave,N279Entertainment,PrimeTime","Yes",148,2017-03-10,"2017","winter","No"
"Before The Flood",75,"Yes",77,"PG","No","documentary",NA,NA,"FisherStevens","NationalGeographicChannel,AppianWay",NA,93,2016-10-21,"2016","autumn","No"
"Tramps",95,"Yes",68,"G","Yes","romance",NA,NA,"AdamLeon","AnimalKingdom,RooksNestEntertainment","Yes",82,2017-05-23,"2017","spring",""
"The Levelling",94,"Yes",57,"R","No","drama",NA,NA,"HopeDicksonLeach","WellingtonFilms","Yes",83,2017-03-24,"2017","spring","No"
"Catfight",73,"Yes",43,"G","Yes","comedy",NA,NA,"OnurTukel","MPIMediaGroup,DarkSkyFilms","Yes",96,2017-03-03,"2017","winter","No"
"The Duelist (Duelyant)",43,"No",65,"R","No","history","drama","mysteryandthriller","AlekseyMizgirev","ColumbiaPictures","Yes",109,2016-12-02,"2016","autumn","No"
"Mifune: The Last Samurai",83,"Yes",77,"G","Yes","documentary",NA,NA,"StevenOkazaki","CreativeAssociatesLimited,FarallonFilms",NA,80,2016-11-25,"2016","autumn","No"
"The Dark Tapes",90,"Yes",57,"G","Yes","horror","scifi",NA,"VincentJ.Guastini,MichaelMcQuown","ThunderRoadIncorporated","No",98,2017-04-18,"2017","spring",""
"Teen Titans: The Judas Contract",83,"Yes",72,"PG-13","No","action","animation",NA,"SamLiu","WarnerBros.Animation,DCEntertainment","No",76,2017-04-10,"2017","spring",""
"Daughters Of The Dust",98,"Yes",64,"G","Yes","drama",NA,NA,"JulieDash","AmericanPlayhouse,WMGFilm,GeecheeGirls","Yes",114,2017-04-11,"2017","spring",""
"Brothers Hypnotic",100,"Yes",55,"G","Yes","documentary",NA,NA,"ReubenAtlas","PandoraFilmCenter",NA,80,2017-10-19,"2017","autumn",""
"Fantastic Beasts And Where To Find Them",74,"Yes",79,"PG-13","No","fantasy","adventure",NA,"DavidYates","HeydayFilms,Nvizible,WarnerBros.Pictures","No",127,2016-11-18,"2016","autumn","Yes"
"A Monster Calls",86,"Yes",81,"PG-13","No","fantasy","adventure","drama","JuanAntonioBayona","ApachesEntertainment,LaTrini,TelecincoCinema","No",108,2017-01-06,"2017","winter","Yes"
"A Midsummer Night's Dream",100,"Yes",67,"G","Yes","fantasy","comedy",NA,"JulieTaymor","RobertChartoff,LynnHendee,JeffreyHorowitz,AigerimJakisheva,BenLatham-Jones",NA,144,2015-06-22,"2015","spring","No"
"The Creeping Garden",95,"Yes",60,"G","Yes","documentary",NA,NA,"TimGrabham,JasperSharp","TimGrabham,JasperSharp",NA,81,2017-03-11,"2017","winter",""
"Rogue One: A Star Wars Story",84,"Yes",86,"PG-13","No","scifi","adventure","action","GarethEdwards","LucasfilmLtd.","No",134,2016-12-16,"2016","autumn","Yes"
"A Tale Of Love And Darkness",71,"Yes",50,"PG-13","No","drama","biography","history","NataliePortman","RamBergman","Yes",98,2016-08-19,"2016","summer","No"
"The Bounce Back",67,"Yes",74,"PG-13","No","romance",NA,NA,"YoussefDelara","AnkleSock&BaseballPants","No",104,2016-12-09,"2016","autumn","Yes"
"Newtown",94,"Yes",68,"G","Yes","history","drama","documentary","KimA.Snyder","MariaCuomoCole,KimA.Snyder",NA,85,2016-10-07,"2016","autumn","No"
"Paterson",96,"Yes",72,"R","No","drama","comedy",NA,"JimJarmusch","Inkjet,LePacte","Yes",118,2016-12-28,"2016","winter","No"
"Despite The Falling Snow",9,"No",44,"PG-13","No","mysteryandthriller","romance",NA,"ShamimSarif","EnlightenmentProductions","Yes",93,2017-04-20,"2017","spring",""
"Office Christmas Party",41,"No",40,"R","No","other","comedy",NA,"JoshGordon,WillSpeck","BluegrassFilms,Entertainment360","No",105,2016-12-09,"2016","autumn","Yes"
"Patriots Day",80,"Yes",86,"R","No","crime","drama","mysteryandthriller","PeterBerg","HutchParkerEntertainment,ClosesttotheHole,BluegrassFilms,LeverageEntertainment","No",130,2017-01-13,"2017","winter","Yes"
"The Discovery",45,"No",43,"G","Yes","scifi","mysteryandthriller","romance","CharlieMcDowell","Verisimilitude,Netflix,EndgameEntertainment","No",110,2017-04-01,"2017","spring",""
"Arsenal",3,"No",17,"R","No","action","mysteryandthriller",NA,"StevenC.Miller","Emmett/FurlaFilms","No",92,2017-01-06,"2017","winter","No"
"Youth In Oregon",45,"No",50,"G","Yes","drama","comedy",NA,"JoelDavidMoore","SamuelGoldwynFilms,SundialPictures,OrionPictures,Campfire","No",99,2017-02-03,"2017","winter","No"
"Is That A Gun In Your Pocket?",0,"No",92,"R","No","comedy",NA,NA,"MattCooper","LucindaFilms,TitanInternationalProductions","Yes",97,2016-09-16,"2016","summer","No"
"We Go On",100,"Yes",53,"G","Yes","horror","drama","mysteryandthriller","JesseHolland,AndyMitton","LoganBrown,RichardW.King,IrinaPopov","No",90,2017-05-04,"2017","spring",""
"20th Century Women",88,"Yes",74,"R","No","drama","comedy",NA,"MikeMills","AnnapurnaPictures,ModernPeople,ArcherGray","Yes",118,2017-01-20,"2017","winter","Yes"
"Carrie Pilby",62,"Yes",73,"G","Yes","drama","comedy",NA,"SusanJohnson","BraveartFilms,TheOrchard","No",98,2017-03-31,"2017","spring","No"
"Don't Hang Up",25,"No",31,"R","No","horror","mysteryandthriller",NA,"DamienMacé,AlexisWajsbrot","BigscopeFilms,WildSpark,Don'tHangUpFilms","No",83,2017-02-10,"2017","winter","No"
"SHOT!: The Psycho-Spiritual Mantra Of Rock",94,"Yes",45,"G","Yes","music","documentary",NA,"BarnabyClay","MagnoliaPictures",NA,95,2017-04-07,"2017","spring","No"
"Sword Master",67,"Yes",56,"G","Yes","action","sportsandfitness",NA,"Tung-ShingYee","BonaFilmGroup",NA,105,2016-12-09,"2016","autumn","No"
"Bwoy",88,"Yes",50,"G","Yes","drama",NA,NA,"JohnG.Young","NovoNovusProductions","Yes",85,2017-04-05,"2017","spring",""
"The Book Of Love",8,"No",63,"PG-13","No","drama","comedy",NA,"BillPurple","ElectricEntertainment,Campfire,IronOceanFilms","No",104,2017-01-13,"2017","winter","No"
"Believe",33,"No",68,"PG","No","other","drama",NA,"BillyDickson","Powerof3","Yes",119,2016-12-02,"2016","autumn","Yes"
"Bethany",29,"No",43,"G","Yes","horror",NA,NA,"JamesCullenBressack","BrilliantScreenStudios,KoedFilms,GritFilmWorks","No",90,2017-04-07,"2017","spring","No"
"Speech & Debate",55,"No",47,"PG-13","No","comedy",NA,NA,"DanHarris","SycamorePictures,VerticalEntertainment","No",115,2017-04-07,"2017","spring","No"
"Win It All",85,"Yes",55,"G","Yes","comedy",NA,NA,"JoeSwanberg","JakeJohnson,AlexOrr,JoeSwanberg","No",90,2017-05-23,"2017","spring",""
"Don't Kill It",93,"Yes",38,"G","Yes","horror","action","fantasy","MikeMendez","ScottMartin,RobertYocum","No",93,2017-03-03,"2017","winter","No"
"Louis C.K.: 2017",95,"Yes",75,"G","Yes","",NA,NA,"LouisC.K.",NA,NA,101,NA,NA,NA,""
"Multiple Maniacs",100,"Yes",73,"G","Yes","drama","comedy",NA,"JohnWaters","Dreamland",NA,90,2017-03-21,"2017","winter",""
"Assassin's Creed",18,"No",43,"PG-13","No","adventure","action",NA,"JustinKurzel","RegencyEnterprises,TheKennedy/MarshallCompany,DMCFilm","No",116,2016-12-21,"2016","autumn","Yes"
"Solace",25,"No",43,"R","No","mysteryandthriller",NA,NA,"AfonsoPoyart","EdenRockMedia","No",101,2016-12-16,"2016","autumn","No"
"Passengers",30,"No",63,"PG-13","No","scifi","adventure","mysteryandthriller","MortenTyldum","StartMotionPictures,OriginalFilm,LStarCapital,WandaPictures,VillageRoadshowPictures,CompanyFilms","No",111,2016-12-21,"2016","autumn","Yes"
"Live By Night",35,"No",42,"R","No","crime","drama","mysteryandthriller","BenAffleck","AppianWay,PearlStreetFilms","Yes",129,2017-01-13,"2017","winter","Yes"
"I Am Michael",64,"Yes",37,"G","Yes","drama",NA,NA,"JustinKelly","MikeDusi,JamesFranco,VinceJolivette,BenoitDenizetLewis",NA,102,2017-01-27,"2017","winter","No"
"Uncertain",100,"Yes",82,"G","Yes","drama","documentary","comedy","EwanMcNicol,AnnaSandilands","EwanMcNicol,AnnaSandilands",NA,82,2017-03-09,"2017","winter","No"
"Evolution",83,"Yes",44,"G","Yes","mysteryandthriller","horror",NA,"LucileHadzihalilovic","NoodlesProduction,ScopePictures,LesFilmsduWorso,LeftFieldVentures,VolcanoFilms","No",81,2016-11-25,"2016","autumn","No"
"Why Him?",39,"No",51,"R","No","other","comedy",NA,"JohnHamburg","21LapsEntertainment,TSGEntertainment,RedHourProductions","No",111,2016-12-23,"2016","winter","Yes"
"Tanna",92,"Yes",76,"G","Yes","adventure","drama","romance","BentleyDean,MartinButler","ContactFilms","No",104,2016-09-16,"2016","summer","No"
"Sing",72,"Yes",72,"PG","No","kidsandfamily","animation","musical","GarthJennings","ChrisMeledandri","Yes",108,2016-12-21,"2016","autumn","Yes"
"Julieta",83,"Yes",74,"R","No","drama",NA,NA,"PedroAlmodóvar","ElDeseo","Yes",96,2016-12-21,"2016","autumn","No"
"Collateral Beauty",14,"No",64,"PG-13","No","fantasy","drama",NA,"DavidFrankel","LikelyStory,AnonymousContent,PalmStarMedia,OverbrookEntertainment","No",97,2016-12-16,"2016","autumn","Yes"
"Miss Sloane",76,"Yes",72,"R","No","drama","mysteryandthriller",NA,"JohnMadden","C-SPAN,EuropaCorp,Transfilm,FilmNation","No",132,2016-12-09,"2016","autumn","Yes"
"Fire At Sea (Fuocoammare)",95,"Yes",65,"G","Yes","documentary",NA,NA,"GianfrancoRosi","RaiCinema",NA,108,2016-10-21,"2016","autumn","No"
"Tower",99,"Yes",89,"G","Yes","documentary",NA,NA,"KeithMaitland","Go-Valley,TexasArchiveoftheMovingImage,KillerImpact",NA,98,2016-10-12,"2016","autumn","No"
"From Nowhere",92,"Yes",75,"G","Yes","drama",NA,NA,"MatthewNewton","NoPlaceforFilms","No",89,2017-02-17,"2017","winter","No"
"The Love Witch",95,"Yes",61,"G","Yes","horror","drama","comedy","AnnaBiller","AnnaBillerProductions","Yes",122,2016-11-11,"2016","autumn","No"
"Bakery In Brooklyn (My Bakery In Brooklyn)",43,"No",15,"G","Yes","drama","comedy",NA,"GustavoRon","NewBakeryProductions,BulletPictures,ElCapitanPictures,CanicaFilms,La","No",100,2017-01-20,"2017","winter","No"
"Mother, May I Sleep With Danger?",62,"Yes",21,"TV14","No","mysteryandthriller",NA,NA,"MelanieAitkenhead","RabbitBandiniProductions,SonyPicturesTelevision","No",90,2016-12-01,"2016","autumn",""
"Being 17 (Quand On A 17 Ans)",95,"Yes",75,"G","Yes","drama",NA,NA,"AndréTéchiné","OlivierDelbosc,MarcMissonnier","No",114,2016-10-07,"2016","autumn","No"
"A Kind Of Murder",35,"No",14,"R","No","crime","mysteryandthriller","drama","AndyGoddard","KillerFilms,BluePM","No",98,2016-12-16,"2016","autumn","No"
"Fences",92,"Yes",75,"PG-13","No","drama",NA,NA,"DenzelWashington","ParamountPictures,SonyClassical,ScottRudinProductions","No",133,2016-12-25,"2016","winter","Yes"
"Elle",91,"Yes",73,"R","No","mysteryandthriller","drama",NA,"PaulVerhoeven","Proximus,SBSProductions,EntreChienetLoup,France2Cinéma","No",131,2016-11-11,"2016","autumn","No"
"The Brooklyn Banker",20,"No",92,"R","No","crime","drama",NA,"FedericoCastelluccio","TJSansone,CraigCohen","No",99,2016-08-05,"2016","summer","Yes"
"Silence",83,"Yes",69,"R","No","history","drama",NA,"MartinScorsese","Sikelia,EFOFilms,G&G,YLK","No",161,2017-01-13,"2017","winter","Yes"
"Stray Bullets",75,"Yes",15,"G","Yes","crime","drama","mysteryandthriller","JackFessenden","ScreenMediaVentures,GlassEyePix","Yes",83,2017-02-10,"2017","winter","No"
"Deidra & Laney Rob A Train",92,"Yes",57,"G","Yes","crime","drama","comedy","SydneyFreeland","SusanCartsonis,NickMoceri","No",80,2017-05-23,"2017","spring",""
"Bokeh",43,"No",24,"G","Yes","scifi","mysteryandthriller","drama","GeoffreyOrthwein,AndrewSullivan","ZealousPictures,VergePictures,VintagePictures","Yes",92,2017-03-24,"2017","spring","No"
"Burning Sands",88,"Yes",59,"G","Yes","drama",NA,NA,"GerardMcMurray","HomegrownPictures,Netflix,MandalayPictures","No",96,2017-03-10,"2017","winter",""
"The Most Hated Woman In America",36,"No",39,"G","Yes","biography","drama",NA,"TommyO'Haver","BrownstoneProductions","No",91,2017-05-23,"2017","spring",""
"Dig Two Graves",71,"Yes",39,"G","Yes","horror","mysteryandthriller",NA,"HunterAdams","HunterAdams,ClaireConnelly,P.J.Fishwick","No",85,2017-03-24,"2017","spring","No"
"Doctor Strange",89,"Yes",86,"PG-13","No","adventure","action","fantasy","ScottDerrickson","MarvelStudios,MarvelEntertainment","No",115,2016-11-04,"2016","autumn","Yes"
"Moana",95,"Yes",89,"PG","No","animation","musical","comedy","JohnMusker,RonClements","WaltDisneyAnimationStudios","No",113,2016-11-23,"2016","autumn","Yes"
"Shut In",7,"No",22,"PG-13","No","mysteryandthriller",NA,NA,"FarrenBlackburn","Transfilm,LavaBearFilms,EuropaCorp","No",91,2016-11-11,"2016","autumn","Yes"
